TipusCasData,RegioSanitariaDescripcio,EdatRang,Total
2021-01-07,GIRONA,10-19,37
2021-01-07,GIRONA,70-79,32
2021-01-07,GIRONA,80-89,24
2021-01-07,ALT PIRINEU I ARAN,50-59,7
2021-01-07,BARCELONA CIUTAT,20-29,156
2021-01-07,BARCELONA CIUTAT,10-19,73
2021-01-07,BARCELONA CIUTAT,50-59,160
2021-01-07,BARCELONA CIUTAT,90+,26
2021-01-07,BARCELONA CIUTAT,40-49,156
2021-01-07,BARCELONA CIUTAT,60-69,106
2021-01-07,BARCELONA CIUTAT,80-89,74
2021-01-07,BARCELONA CIUTAT,30-39,164
2021-01-07,BARCELONA CIUTAT,70-79,74
2021-01-07,ALT PIRINEU I ARAN,60-69,6
2021-01-07,ALT PIRINEU I ARAN,40-49,7
2021-01-07,ALT PIRINEU I ARAN,80-89,3
2021-01-07,ALT PIRINEU I ARAN,30-39,10
2021-01-07,ALT PIRINEU I ARAN,90+,1
2021-01-07,ALT PIRINEU I ARAN,20-29,10
2021-01-07,ALT PIRINEU I ARAN,70-79,1
2021-01-07,ALT PIRINEU I ARAN,10-19,1
2021-01-07,BARCELONA CIUTAT,0-9,49
2021-01-07,METROPOLITANA SUD,60-69,96
2021-01-07,METROPOLITANA SUD,80-89,33
2021-01-07,METROPOLITANA SUD,40-49,205
2021-01-07,METROPOLITANA SUD,0-9,57
2021-01-07,METROPOLITANA SUD,20-29,139
2021-01-07,METROPOLITANA SUD,50-59,144
2021-01-07,METROPOLITANA SUD,90+,12
2021-01-07,METROPOLITANA SUD,70-79,76
2021-01-07,METROPOLITANA SUD,30-39,142
2021-01-07,METROPOLITANA SUD,10-19,124
2021-01-07,TERRES DE L'EBRE,80-89,11
2021-01-07,TERRES DE L'EBRE,90+,4
2021-01-07,TERRES DE L'EBRE,40-49,22
2021-01-07,TERRES DE L'EBRE,10-19,11
2021-01-07,TERRES DE L'EBRE,50-59,20
2021-01-07,TERRES DE L'EBRE,60-69,8
2021-01-07,TERRES DE L'EBRE,30-39,16
2021-01-07,TERRES DE L'EBRE,20-29,15
2021-01-07,TERRES DE L'EBRE,70-79,15
2021-01-07,GIRONA,30-39,68
2021-01-07,TERRES DE L'EBRE,0-9,4
2021-01-07,LLEIDA,50-59,35
2021-01-07,LLEIDA,30-39,25
2021-01-07,LLEIDA,40-49,37
2021-01-07,LLEIDA,60-69,19
2021-01-07,LLEIDA,70-79,12
2021-01-07,LLEIDA,80-89,6
2021-01-07,LLEIDA,0-9,9
2021-01-07,LLEIDA,20-29,22
2021-01-07,LLEIDA,10-19,20
2021-01-07,METROPOLITANA NORD,60-69,127
2021-01-07,METROPOLITANA NORD,0-9,53
2021-01-07,METROPOLITANA NORD,90+,15
2021-01-07,METROPOLITANA NORD,20-29,166
2021-01-07,METROPOLITANA NORD,30-39,152
2021-01-07,METROPOLITANA NORD,70-79,76
2021-01-07,METROPOLITANA NORD,10-19,116
2021-01-07,METROPOLITANA NORD,40-49,201
2021-01-07,METROPOLITANA NORD,80-89,55
2021-01-07,METROPOLITANA NORD,50-59,200
2021-01-08,CAMP DE TARRAGONA,70-79,34
2021-01-08,CATALUNYA CENTRAL,0-9,25
2021-01-08,CATALUNYA CENTRAL,40-49,48
2021-01-08,CATALUNYA CENTRAL,80-89,18
2021-01-08,CAMP DE TARRAGONA,40-49,51
2021-01-08,CATALUNYA CENTRAL,30-39,44
2021-01-08,CATALUNYA CENTRAL,20-29,47
2021-01-08,CATALUNYA CENTRAL,10-19,63
2021-01-08,CATALUNYA CENTRAL,70-79,17
2021-01-08,CATALUNYA CENTRAL,50-59,48
2021-01-08,CATALUNYA CENTRAL,60-69,37
2021-01-08,CAMP DE TARRAGONA,20-29,46
2021-01-08,CATALUNYA CENTRAL,90+,15
2021-01-08,CAMP DE TARRAGONA,60-69,39
2021-01-08,CAMP DE TARRAGONA,0-9,13
2021-01-08,CAMP DE TARRAGONA,80-89,19
2021-01-08,CAMP DE TARRAGONA,50-59,59
2021-01-08,CAMP DE TARRAGONA,10-19,35
2021-01-08,CAMP DE TARRAGONA,30-39,41
2021-01-08,CAMP DE TARRAGONA,90+,6
2021-01-08,GIRONA,0-9,21
2021-01-08,GIRONA,80-89,23
2021-01-08,GIRONA,60-69,35
2021-01-08,GIRONA,30-39,50
2021-01-08,GIRONA,40-49,74
2021-01-08,GIRONA,10-19,51
2021-01-08,GIRONA,50-59,66
2021-01-08,GIRONA,70-79,35
2021-01-08,GIRONA,90+,17
2021-01-08,GIRONA,20-29,61
2021-01-08,ALT PIRINEU I ARAN,30-39,3
2021-01-08,ALT PIRINEU I ARAN,10-19,5
2021-01-08,BARCELONA CIUTAT,90+,24
2021-01-08,BARCELONA CIUTAT,50-59,189
2021-01-08,BARCELONA CIUTAT,80-89,59
2021-01-08,BARCELONA CIUTAT,70-79,67
2021-01-08,BARCELONA CIUTAT,60-69,102
2021-01-08,BARCELONA CIUTAT,40-49,168
2021-01-08,BARCELONA CIUTAT,30-39,166
2021-01-08,ALT PIRINEU I ARAN,50-59,9
2021-01-08,BARCELONA CIUTAT,20-29,142
2021-01-08,BARCELONA CIUTAT,0-9,47
2021-01-08,BARCELONA CIUTAT,10-19,97
2021-01-08,ALT PIRINEU I ARAN,0-9,1
2021-01-08,ALT PIRINEU I ARAN,20-29,6
2021-01-08,ALT PIRINEU I ARAN,90+,1
2021-01-08,ALT PIRINEU I ARAN,40-49,5
2021-01-08,ALT PIRINEU I ARAN,70-79,3
2021-01-08,ALT PIRINEU I ARAN,60-69,5
2021-01-08,ALT PIRINEU I ARAN,80-89,2
2021-01-08,METROPOLITANA SUD,30-39,138
2021-01-08,METROPOLITANA SUD,80-89,53
2021-01-08,METROPOLITANA SUD,10-19,109
2021-01-08,METROPOLITANA SUD,90+,15
2021-01-08,TERRES DE L'EBRE,10-19,15
2021-01-08,METROPOLITANA SUD,40-49,192
2021-01-08,METROPOLITANA SUD,50-59,143
2021-01-08,METROPOLITANA SUD,20-29,126
2021-01-08,METROPOLITANA SUD,60-69,95
2021-01-08,METROPOLITANA NORD,10-19,148
2021-01-08,METROPOLITANA NORD,40-49,195
2021-01-08,METROPOLITANA NORD,50-59,190
2021-01-08,METROPOLITANA NORD,60-69,123
2021-01-08,METROPOLITANA SUD,70-79,61
2021-01-08,METROPOLITANA SUD,0-9,49
2021-01-08,METROPOLITANA NORD,80-89,62
2021-01-08,TERRES DE L'EBRE,60-69,12
2021-01-08,TERRES DE L'EBRE,30-39,27
2021-01-08,TERRES DE L'EBRE,70-79,11
2021-01-08,TERRES DE L'EBRE,90+,1
2021-01-08,TERRES DE L'EBRE,20-29,12
2021-01-08,TERRES DE L'EBRE,80-89,7
2021-01-08,TERRES DE L'EBRE,40-49,22
2021-01-08,TERRES DE L'EBRE,50-59,27
2021-01-08,TERRES DE L'EBRE,0-9,4
2021-01-08,METROPOLITANA NORD,90+,31
2021-01-08,LLEIDA,80-89,11
2021-01-08,LLEIDA,0-9,27
2021-01-08,LLEIDA,90+,3
2021-01-08,LLEIDA,20-29,29
2021-01-08,LLEIDA,30-39,24
2021-01-08,LLEIDA,10-19,21
2021-01-08,LLEIDA,50-59,28
2021-01-08,LLEIDA,70-79,16
2021-01-08,LLEIDA,60-69,15
2021-01-08,LLEIDA,40-49,27
2021-01-08,METROPOLITANA NORD,30-39,170
2021-01-08,METROPOLITANA NORD,70-79,73
2021-01-08,METROPOLITANA NORD,20-29,166
2021-01-08,METROPOLITANA NORD,0-9,73
2021-01-09,CATALUNYA CENTRAL,20-29,17
2021-01-09,CATALUNYA CENTRAL,60-69,13
2021-01-09,CATALUNYA CENTRAL,70-79,11
2021-01-09,CATALUNYA CENTRAL,40-49,25
2021-01-09,CATALUNYA CENTRAL,0-9,7
2021-01-09,CATALUNYA CENTRAL,10-19,18
2021-01-09,CATALUNYA CENTRAL,30-39,17
2021-01-09,CATALUNYA CENTRAL,80-89,6
2021-01-09,CAMP DE TARRAGONA,80-89,8
2021-01-09,CAMP DE TARRAGONA,20-29,28
2021-01-09,CAMP DE TARRAGONA,40-49,43
2021-01-09,CAMP DE TARRAGONA,70-79,16
2021-01-09,CAMP DE TARRAGONA,10-19,26
2021-01-09,CAMP DE TARRAGONA,30-39,24
2021-01-09,CAMP DE TARRAGONA,60-69,24
2021-01-09,CATALUNYA CENTRAL,50-59,21
2021-01-09,CATALUNYA CENTRAL,90+,3
2021-01-09,GIRONA,0-9,9
2021-01-09,GIRONA,10-19,21
2021-01-09,GIRONA,60-69,22
2021-01-09,GIRONA,30-39,22
2021-01-09,GIRONA,20-29,42
2021-01-09,GIRONA,50-59,28
2021-01-09,GIRONA,40-49,40
2021-01-09,GIRONA,70-79,11
2021-01-09,CAMP DE TARRAGONA,50-59,34
2021-01-09,GIRONA,90+,15
2021-01-09,GIRONA,80-89,29
2021-01-09,BARCELONA CIUTAT,0-9,7
2021-01-09,BARCELONA CIUTAT,20-29,62
2021-01-09,BARCELONA CIUTAT,60-69,37
2021-01-09,BARCELONA CIUTAT,90+,13
2021-01-09,BARCELONA CIUTAT,10-19,17
2021-01-09,BARCELONA CIUTAT,80-89,31
2021-01-09,BARCELONA CIUTAT,40-49,68
2021-01-09,BARCELONA CIUTAT,50-59,51
2021-01-09,ALT PIRINEU I ARAN,30-39,1
2021-01-09,ALT PIRINEU I ARAN,10-19,3
2021-01-09,ALT PIRINEU I ARAN,80-89,1
2021-01-09,ALT PIRINEU I ARAN,50-59,2
2021-01-09,ALT PIRINEU I ARAN,20-29,1
2021-01-09,ALT PIRINEU I ARAN,40-49,1
2021-01-09,ALT PIRINEU I ARAN,60-69,2
2021-01-09,BARCELONA CIUTAT,30-39,54
2021-01-09,CAMP DE TARRAGONA,0-9,16
2021-01-09,BARCELONA CIUTAT,70-79,27
2021-01-09,CAMP DE TARRAGONA,90+,1
2021-01-09,LLEIDA,80-89,5
2021-01-09,METROPOLITANA SUD,60-69,20
2021-01-09,METROPOLITANA SUD,20-29,39
2021-01-09,METROPOLITANA SUD,30-39,37
2021-01-09,METROPOLITANA SUD,90+,3
2021-01-09,METROPOLITANA SUD,0-9,20
2021-01-09,METROPOLITANA SUD,10-19,30
2021-01-09,METROPOLITANA SUD,80-89,23
2021-01-09,METROPOLITANA SUD,40-49,70
2021-01-09,METROPOLITANA SUD,50-59,55
2021-01-09,METROPOLITANA SUD,70-79,18
2021-01-09,TERRES DE L'EBRE,40-49,17
2021-01-09,TERRES DE L'EBRE,50-59,15
2021-01-09,TERRES DE L'EBRE,60-69,8
2021-01-09,TERRES DE L'EBRE,30-39,5
2021-01-09,TERRES DE L'EBRE,80-89,2
2021-01-09,TERRES DE L'EBRE,70-79,7
2021-01-09,TERRES DE L'EBRE,20-29,13
2021-01-09,TERRES DE L'EBRE,0-9,4
2021-01-09,METROPOLITANA NORD,60-69,47
2021-01-09,TERRES DE L'EBRE,10-19,6
2021-01-09,TERRES DE L'EBRE,90+,1
2021-01-09,METROPOLITANA NORD,40-49,109
2021-01-09,LLEIDA,90+,1
2021-01-09,LLEIDA,40-49,12
2021-01-09,LLEIDA,50-59,12
2021-01-09,LLEIDA,70-79,2
2021-01-09,LLEIDA,0-9,3
2021-01-09,LLEIDA,10-19,5
2021-01-09,LLEIDA,20-29,5
2021-01-09,METROPOLITANA NORD,20-29,83
2021-01-09,METROPOLITANA NORD,80-89,35
2021-01-09,LLEIDA,60-69,10
2021-01-09,LLEIDA,30-39,9
2021-01-09,METROPOLITANA NORD,70-79,53
2021-01-09,METROPOLITANA NORD,30-39,92
2021-01-09,METROPOLITANA NORD,0-9,43
2021-01-09,METROPOLITANA NORD,10-19,71
2021-01-09,METROPOLITANA NORD,50-59,101
2021-01-09,METROPOLITANA NORD,90+,7
2021-01-10,CATALUNYA CENTRAL,90+,2
2021-01-10,CATALUNYA CENTRAL,10-19,8
2021-01-10,CATALUNYA CENTRAL,30-39,15
2021-01-10,CATALUNYA CENTRAL,70-79,7
2021-01-10,CATALUNYA CENTRAL,50-59,19
2021-01-10,CATALUNYA CENTRAL,20-29,14
2021-01-10,CATALUNYA CENTRAL,60-69,8
2021-01-10,CATALUNYA CENTRAL,40-49,6
2021-01-10,CATALUNYA CENTRAL,80-89,3
2021-01-10,CAMP DE TARRAGONA,30-39,25
2021-01-10,CAMP DE TARRAGONA,20-29,24
2021-01-10,CAMP DE TARRAGONA,70-79,16
2021-01-10,CAMP DE TARRAGONA,90+,5
2021-01-10,CAMP DE TARRAGONA,60-69,24
2021-01-10,CAMP DE TARRAGONA,10-19,22
2021-01-10,CATALUNYA CENTRAL,0-9,5
2021-01-10,GIRONA,40-49,39
2021-01-10,GIRONA,0-9,17
2021-01-10,GIRONA,70-79,25
2021-01-10,GIRONA,60-69,13
2021-01-10,GIRONA,30-39,36
2021-01-10,GIRONA,10-19,23
2021-01-10,GIRONA,80-89,12
2021-01-10,GIRONA,90+,7
2021-01-10,GIRONA,50-59,39
2021-01-10,GIRONA,20-29,19
2021-01-10,BARCELONA CIUTAT,40-49,44
2021-01-10,CAMP DE TARRAGONA,0-9,15
2021-01-10,BARCELONA CIUTAT,60-69,38
2021-01-10,BARCELONA CIUTAT,80-89,23
2021-01-10,BARCELONA CIUTAT,90+,4
2021-01-10,BARCELONA CIUTAT,50-59,55
2021-01-10,BARCELONA CIUTAT,20-29,40
2021-01-10,BARCELONA CIUTAT,10-19,15
2021-01-10,BARCELONA CIUTAT,0-9,12
2021-01-10,BARCELONA CIUTAT,30-39,48
2021-01-10,ALT PIRINEU I ARAN,20-29,4
2021-01-10,ALT PIRINEU I ARAN,60-69,1
2021-01-10,ALT PIRINEU I ARAN,30-39,1
2021-01-10,ALT PIRINEU I ARAN,0-9,1
2021-01-10,ALT PIRINEU I ARAN,40-49,2
2021-01-10,ALT PIRINEU I ARAN,80-89,1
2021-01-10,BARCELONA CIUTAT,70-79,20
2021-01-10,CAMP DE TARRAGONA,50-59,35
2021-01-10,CAMP DE TARRAGONA,40-49,37
2021-01-10,CAMP DE TARRAGONA,80-89,13
2021-01-10,TERRES DE L'EBRE,30-39,16
2021-01-10,LLEIDA,50-59,19
2021-01-10,METROPOLITANA SUD,40-49,55
2021-01-10,METROPOLITANA SUD,60-69,25
2021-01-10,METROPOLITANA SUD,30-39,46
2021-01-10,METROPOLITANA SUD,70-79,22
2021-01-10,METROPOLITANA SUD,90+,2
2021-01-10,METROPOLITANA SUD,20-29,31
2021-01-10,METROPOLITANA SUD,50-59,43
2021-01-10,METROPOLITANA SUD,0-9,6
2021-01-10,METROPOLITANA SUD,10-19,36
2021-01-10,METROPOLITANA SUD,80-89,16
2021-01-10,METROPOLITANA NORD,60-69,46
2021-01-10,METROPOLITANA NORD,0-9,27
2021-01-10,TERRES DE L'EBRE,60-69,12
2021-01-10,TERRES DE L'EBRE,50-59,17
2021-01-10,TERRES DE L'EBRE,0-9,6
2021-01-10,TERRES DE L'EBRE,40-49,18
2021-01-10,TERRES DE L'EBRE,70-79,7
2021-01-10,TERRES DE L'EBRE,10-19,9
2021-01-10,TERRES DE L'EBRE,20-29,7
2021-01-10,TERRES DE L'EBRE,80-89,7
2021-01-10,TERRES DE L'EBRE,90+,1
2021-01-10,METROPOLITANA NORD,70-79,31
2021-01-10,METROPOLITANA NORD,80-89,27
2021-01-10,LLEIDA,90+,2
2021-01-10,LLEIDA,40-49,10
2021-01-10,LLEIDA,0-9,6
2021-01-10,LLEIDA,20-29,13
2021-01-10,LLEIDA,60-69,7
2021-01-10,LLEIDA,10-19,11
2021-01-10,LLEIDA,30-39,14
2021-01-10,METROPOLITANA NORD,20-29,89
2021-01-10,METROPOLITANA NORD,40-49,78
2021-01-10,LLEIDA,80-89,7
2021-01-10,METROPOLITANA NORD,90+,12
2021-01-10,LLEIDA,70-79,5
2021-01-10,METROPOLITANA NORD,30-39,76
2021-01-10,METROPOLITANA NORD,10-19,40
2021-01-10,METROPOLITANA NORD,50-59,89
2021-01-11,CATALUNYA CENTRAL,10-19,45
2021-01-11,CATALUNYA CENTRAL,50-59,48
2021-01-11,CAMP DE TARRAGONA,30-39,49
2021-01-11,CAMP DE TARRAGONA,60-69,60
2021-01-11,CAMP DE TARRAGONA,80-89,34
2021-01-11,CAMP DE TARRAGONA,50-59,70
2021-01-11,CAMP DE TARRAGONA,70-79,39
2021-01-11,CATALUNYA CENTRAL,40-49,63
2021-01-11,CATALUNYA CENTRAL,20-29,52
2021-01-11,CATALUNYA CENTRAL,60-69,37
2021-01-11,CATALUNYA CENTRAL,70-79,26
2021-01-11,CATALUNYA CENTRAL,80-89,11
2021-01-11,CATALUNYA CENTRAL,0-9,22
2021-01-11,CATALUNYA CENTRAL,30-39,44
2021-01-11,CATALUNYA CENTRAL,90+,4
2021-01-11,CAMP DE TARRAGONA,10-19,51
2021-01-11,CAMP DE TARRAGONA,0-9,18
2021-01-11,CAMP DE TARRAGONA,90+,24
2021-01-11,CAMP DE TARRAGONA,20-29,49
2021-01-11,CAMP DE TARRAGONA,40-49,69
2021-01-11,GIRONA,20-29,71
2021-01-11,GIRONA,60-69,57
2021-01-11,GIRONA,70-79,38
2021-01-11,GIRONA,10-19,64
2021-01-11,GIRONA,90+,10
2021-01-11,GIRONA,40-49,108
2021-01-11,GIRONA,0-9,33
2021-01-11,GIRONA,50-59,114
2021-01-11,GIRONA,30-39,58
2021-01-11,ALT PIRINEU I ARAN,50-59,13
2021-01-11,BARCELONA CIUTAT,60-69,151
2021-01-11,BARCELONA CIUTAT,10-19,107
2021-01-11,BARCELONA CIUTAT,50-59,192
2021-01-11,BARCELONA CIUTAT,0-9,48
2021-01-11,BARCELONA CIUTAT,30-39,195
2021-01-11,BARCELONA CIUTAT,20-29,171
2021-01-11,BARCELONA CIUTAT,40-49,220
2021-01-11,BARCELONA CIUTAT,70-79,81
2021-01-11,BARCELONA CIUTAT,80-89,60
2021-01-11,BARCELONA CIUTAT,90+,40
2021-01-11,ALT PIRINEU I ARAN,0-9,3
2021-01-11,ALT PIRINEU I ARAN,10-19,6
2021-01-11,ALT PIRINEU I ARAN,40-49,9
2021-01-11,ALT PIRINEU I ARAN,30-39,7
2021-01-11,ALT PIRINEU I ARAN,80-89,2
2021-01-11,ALT PIRINEU I ARAN,70-79,4
2021-01-11,ALT PIRINEU I ARAN,60-69,6
2021-01-11,GIRONA,80-89,28
2021-01-11,METROPOLITANA SUD,70-79,82
2021-01-11,METROPOLITANA SUD,60-69,124
2021-01-11,METROPOLITANA SUD,50-59,233
2021-01-11,METROPOLITANA SUD,80-89,72
2021-01-11,METROPOLITANA SUD,0-9,92
2021-01-11,METROPOLITANA SUD,30-39,182
2021-01-11,METROPOLITANA SUD,90+,12
2021-01-11,METROPOLITANA SUD,20-29,174
2021-01-11,METROPOLITANA SUD,40-49,259
2021-01-11,METROPOLITANA SUD,10-19,151
2021-01-11,METROPOLITANA NORD,60-69,146
2021-01-11,METROPOLITANA NORD,40-49,275
2021-01-11,TERRES DE L'EBRE,70-79,20
2021-01-11,METROPOLITANA NORD,80-89,83
2021-01-11,TERRES DE L'EBRE,0-9,15
2021-01-11,TERRES DE L'EBRE,20-29,14
2021-01-11,TERRES DE L'EBRE,60-69,18
2021-01-11,TERRES DE L'EBRE,50-59,28
2021-01-11,TERRES DE L'EBRE,80-89,4
2021-01-11,TERRES DE L'EBRE,30-39,22
2021-01-11,TERRES DE L'EBRE,40-49,25
2021-01-11,TERRES DE L'EBRE,90+,1
2021-01-11,TERRES DE L'EBRE,10-19,20
2021-01-11,LLEIDA,30-39,36
2021-01-11,LLEIDA,0-9,13
2021-01-11,LLEIDA,80-89,2
2021-01-11,LLEIDA,50-59,38
2021-01-11,LLEIDA,70-79,7
2021-01-11,LLEIDA,40-49,38
2021-01-11,LLEIDA,60-69,27
2021-01-11,LLEIDA,20-29,24
2021-01-11,LLEIDA,10-19,17
2021-01-11,LLEIDA,90+,2
2021-01-11,METROPOLITANA NORD,30-39,171
2021-01-11,METROPOLITANA NORD,70-79,106
2021-01-11,METROPOLITANA NORD,0-9,95
2021-01-11,METROPOLITANA NORD,50-59,290
2021-01-11,METROPOLITANA NORD,20-29,200
2021-01-11,METROPOLITANA NORD,90+,46
2021-01-11,METROPOLITANA NORD,10-19,154
2021-01-12,CAMP DE TARRAGONA,30-39,59
2021-01-12,CAMP DE TARRAGONA,60-69,47
2021-01-12,CAMP DE TARRAGONA,80-89,15
2021-01-12,CATALUNYA CENTRAL,90+,8
2021-01-12,CATALUNYA CENTRAL,50-59,52
2021-01-12,CATALUNYA CENTRAL,70-79,24
2021-01-12,CATALUNYA CENTRAL,40-49,52
2021-01-12,CATALUNYA CENTRAL,80-89,20
2021-01-12,CATALUNYA CENTRAL,10-19,59
2021-01-12,CATALUNYA CENTRAL,30-39,55
2021-01-12,CATALUNYA CENTRAL,20-29,46
2021-01-12,CATALUNYA CENTRAL,60-69,40
2021-01-12,CAMP DE TARRAGONA,70-79,40
2021-01-12,CAMP DE TARRAGONA,0-9,27
2021-01-12,CAMP DE TARRAGONA,20-29,49
2021-01-12,CAMP DE TARRAGONA,50-59,56
2021-01-12,CAMP DE TARRAGONA,10-19,41
2021-01-12,CAMP DE TARRAGONA,40-49,47
2021-01-12,CAMP DE TARRAGONA,90+,3
2021-01-12,CATALUNYA CENTRAL,0-9,32
2021-01-12,GIRONA,80-89,37
2021-01-12,GIRONA,70-79,31
2021-01-12,GIRONA,60-69,53
2021-01-12,GIRONA,40-49,82
2021-01-12,GIRONA,0-9,19
2021-01-12,GIRONA,20-29,56
2021-01-12,GIRONA,50-59,81
2021-01-12,GIRONA,10-19,41
2021-01-12,GIRONA,30-39,56
2021-01-12,GIRONA,90+,38
2021-01-12,BARCELONA CIUTAT,30-39,147
2021-01-12,ALT PIRINEU I ARAN,60-69,7
2021-01-12,BARCELONA CIUTAT,90+,35
2021-01-12,BARCELONA CIUTAT,50-59,173
2021-01-12,BARCELONA CIUTAT,40-49,175
2021-01-12,BARCELONA CIUTAT,10-19,101
2021-01-12,BARCELONA CIUTAT,70-79,101
2021-01-12,ALT PIRINEU I ARAN,50-59,6
2021-01-12,BARCELONA CIUTAT,20-29,184
2021-01-12,BARCELONA CIUTAT,60-69,120
2021-01-12,ALT PIRINEU I ARAN,40-49,7
2021-01-12,ALT PIRINEU I ARAN,70-79,4
2021-01-12,ALT PIRINEU I ARAN,10-19,5
2021-01-12,ALT PIRINEU I ARAN,20-29,3
2021-01-12,ALT PIRINEU I ARAN,90+,1
2021-01-12,ALT PIRINEU I ARAN,30-39,7
2021-01-12,ALT PIRINEU I ARAN,0-9,2
2021-01-12,BARCELONA CIUTAT,0-9,56
2021-01-12,BARCELONA CIUTAT,80-89,87
2021-01-12,METROPOLITANA SUD,10-19,142
2021-01-12,METROPOLITANA SUD,70-79,76
2021-01-12,METROPOLITANA SUD,60-69,96
2021-01-12,METROPOLITANA SUD,30-39,124
2021-01-12,METROPOLITANA SUD,0-9,77
2021-01-12,METROPOLITANA SUD,90+,16
2021-01-12,METROPOLITANA SUD,50-59,161
2021-01-12,METROPOLITANA SUD,80-89,45
2021-01-12,METROPOLITANA SUD,20-29,140
2021-01-12,METROPOLITANA SUD,40-49,151
2021-01-12,METROPOLITANA NORD,10-19,159
2021-01-12,TERRES DE L'EBRE,10-19,23
2021-01-12,TERRES DE L'EBRE,20-29,15
2021-01-12,TERRES DE L'EBRE,70-79,14
2021-01-12,TERRES DE L'EBRE,60-69,17
2021-01-12,TERRES DE L'EBRE,80-89,5
2021-01-12,TERRES DE L'EBRE,50-59,19
2021-01-12,TERRES DE L'EBRE,40-49,24
2021-01-12,TERRES DE L'EBRE,30-39,20
2021-01-12,TERRES DE L'EBRE,90+,4
2021-01-12,TERRES DE L'EBRE,0-9,8
2021-01-12,METROPOLITANA NORD,50-59,193
2021-01-12,LLEIDA,0-9,13
2021-01-12,LLEIDA,50-59,28
2021-01-12,LLEIDA,70-79,10
2021-01-12,LLEIDA,40-49,36
2021-01-12,LLEIDA,20-29,27
2021-01-12,LLEIDA,80-89,4
2021-01-12,LLEIDA,30-39,26
2021-01-12,LLEIDA,90+,7
2021-01-12,LLEIDA,60-69,24
2021-01-12,LLEIDA,10-19,31
2021-01-12,METROPOLITANA NORD,30-39,172
2021-01-12,METROPOLITANA NORD,0-9,76
2021-01-12,METROPOLITANA NORD,40-49,197
2021-01-12,METROPOLITANA NORD,90+,26
2021-01-12,METROPOLITANA NORD,70-79,77
2021-01-12,METROPOLITANA NORD,20-29,155
2021-01-12,METROPOLITANA NORD,80-89,64
2021-01-12,METROPOLITANA NORD,60-69,157
2021-01-13,CATALUNYA CENTRAL,10-19,36
2021-01-13,CATALUNYA CENTRAL,60-69,33
2021-01-13,CATALUNYA CENTRAL,80-89,25
2021-01-13,CATALUNYA CENTRAL,40-49,48
2021-01-13,CATALUNYA CENTRAL,30-39,34
2021-01-13,CATALUNYA CENTRAL,20-29,40
2021-01-13,CATALUNYA CENTRAL,50-59,49
2021-01-13,CATALUNYA CENTRAL,90+,13
2021-01-13,CATALUNYA CENTRAL,0-9,27
2021-01-13,CATALUNYA CENTRAL,70-79,18
2021-01-13,CAMP DE TARRAGONA,10-19,35
2021-01-13,CAMP DE TARRAGONA,50-59,57
2021-01-13,CAMP DE TARRAGONA,70-79,32
2021-01-13,CAMP DE TARRAGONA,30-39,53
2021-01-13,CAMP DE TARRAGONA,80-89,18
2021-01-13,CAMP DE TARRAGONA,60-69,41
2021-01-13,CAMP DE TARRAGONA,40-49,67
2021-01-13,CAMP DE TARRAGONA,90+,13
2021-01-13,CAMP DE TARRAGONA,20-29,56
2021-01-13,GIRONA,80-89,19
2021-01-13,GIRONA,10-19,53
2021-01-13,GIRONA,0-9,25
2021-01-13,GIRONA,20-29,55
2021-01-13,GIRONA,60-69,38
2021-01-13,GIRONA,90+,12
2021-01-13,GIRONA,70-79,23
2021-01-13,GIRONA,40-49,69
2021-01-13,GIRONA,50-59,59
2021-01-13,GIRONA,30-39,54
2021-01-13,ALT PIRINEU I ARAN,40-49,6
2021-01-13,BARCELONA CIUTAT,60-69,126
2021-01-13,BARCELONA CIUTAT,80-89,71
2021-01-13,BARCELONA CIUTAT,0-9,54
2021-01-13,BARCELONA CIUTAT,30-39,161
2021-01-13,BARCELONA CIUTAT,40-49,146
2021-01-13,BARCELONA CIUTAT,20-29,149
2021-01-13,BARCELONA CIUTAT,90+,19
2021-01-13,BARCELONA CIUTAT,70-79,73
2021-01-13,BARCELONA CIUTAT,10-19,113
2021-01-13,BARCELONA CIUTAT,50-59,146
2021-01-13,ALT PIRINEU I ARAN,60-69,4
2021-01-13,ALT PIRINEU I ARAN,50-59,5
2021-01-13,ALT PIRINEU I ARAN,0-9,2
2021-01-13,ALT PIRINEU I ARAN,10-19,1
2021-01-13,ALT PIRINEU I ARAN,30-39,3
2021-01-13,ALT PIRINEU I ARAN,70-79,1
2021-01-13,ALT PIRINEU I ARAN,20-29,1
2021-01-13,CAMP DE TARRAGONA,0-9,18
2021-01-13,TERRES DE L'EBRE,60-69,14
2021-01-13,METROPOLITANA SUD,30-39,117
2021-01-13,METROPOLITANA SUD,20-29,106
2021-01-13,METROPOLITANA SUD,0-9,70
2021-01-13,METROPOLITANA SUD,40-49,140
2021-01-13,METROPOLITANA SUD,70-79,58
2021-01-13,METROPOLITANA SUD,10-19,98
2021-01-13,METROPOLITANA SUD,50-59,141
2021-01-13,METROPOLITANA SUD,60-69,89
2021-01-13,METROPOLITANA SUD,80-89,42
2021-01-13,METROPOLITANA SUD,90+,10
2021-01-13,TERRES DE L'EBRE,40-49,25
2021-01-13,TERRES DE L'EBRE,70-79,9
2021-01-13,TERRES DE L'EBRE,30-39,19
2021-01-13,TERRES DE L'EBRE,20-29,23
2021-01-13,TERRES DE L'EBRE,0-9,7
